say Warren Buffett Berkshire Hathaway among most discuss topic investment world would understatement,2
Oracle Omaha hold almost cult follow thank remarkable investment prowess throughout lifetime,2
say lot people probably not actually take,2
time look,2
holding Berkshire Hathaway have,2
Buffett fond financial-sector company hold lot Berkshire Hathaway's capital bank stock,2
conglomerate also massive investment apple,2
however two name like most right Coca-Cola Costco Wholesale,2
Coca-cola,2
Coca-cola seem revive after year trouble revenue trend,2
product like Coca-Cola Zero Sugar Vanilla Coke Cherry Coke help company return growth,1
moreover move energy drink coffee open up new avenue growth Coca-Cola,2
beverage giant acquire Costa Coffee last year $4.9 billion,2
coffee chain base U.K. widespread success,2
deal gain Coca-Cola coffee operation span 30 country,2
Coca-cola finish 2019 16% revenue growth fourth quarter (7% organic basis) 9% growth year,1
full-year operating income increase 10% full-year earning increase 38%,1
generally accept accounting principle basis 1% non-gaap basis,2
company's fourth-quarter adjust earning $0.44 per share enough meet analyst estimate revenue,1
$9.07 billion outpace estimate $8.89 billion,1
Coca-Cola attribute strong sale growth last quarter new product include Coke Zero Sugar Coke Plus Coffee,1
look ahead Coca-Cola expect organic revenue growth 5% 2020,1
also anticipate adjust earning per share increase 7% $2.25,1
Coca-Cola trade 29 time trail earning base full-year 2019 GAAP EPS $2.07,2
pricey but still like develop picture here,3
coffee big market company set up big part story,2
Costco,2
last five year Costco share nearly double S&P 500 index's return soar 116%,1
discount retailer one big name retain scale compete like Amazon Walmart,1
first quarter company's fiscal 2020 comp sale increase 4.3% year year,1
5.5% increase e-commerce comp sale,1
adjust basis exclude impact fuel price change currency volatility comp sale increase 5% e-commerce grow 5.7%,1
total net sale increase 5.6% year year $36.24 billion,1
investor enjoy 9.8% year-over-year growth EPS reach $1.90,1
Costco also post strong result fiscal 2019,1
revenue rise 7.9% $152.7 billion GAAP net income jump 16.8% $3.66 billion,1
base full-year dilute earning $8.26 per share last year Costco stock trade 38.5 time trail earning,2
ordinarily never go anywhere near something like that,2
but within retail get difficult avoid pay big name compete successfully Amazon,1
Costco's full-year fiscal 2019 comp sale growth come 6.1% 23.3% adjust comparable sale growth e-commerce,1
long hold retailer create complementary balance brick-and-mortar digital sale one succeed future,1
not buy everything online no matter much want to,2
analyst expect steady earning growth next year EPS expect reach $8.63 per share fiscal 2020,1
still imply steep premium share but seem price one pay stock like day,1
Coca-cola Costco not trendy name,2
Berkshire portfolio right now but long term business perform,2
testament Warren Buffett's investment approach,2
Coca-Cola broadening horizon coffee energy drink along emphasis offer slightly healthy version more traditional offering,2
meanwhile Costco continue hold strong place within retail,1
scale allow compete pricing comp sale figure seem solid,1
