Mercadolibre best know leader latin american e-commerce company's foray financial technology drive next phase growth,1
Mercado Pago company's payment system originally model after PayPal take region storm not online purchase but grow number brick-and-mortar retailer,2
not all,2
number customer use fintech offering,2
MercadoLibre operate skyrocket user opt digital payment system mobile wallet prepay card credit service,1
Mercadolibre may get start e-commerce platform but company's fintech take center stage move forward,2
Mercadolibre show strong Q4 payment growth,1
grasp magnitude growth happen investor need only look MercadoLibre's fourth-quarter financial report,1
conference call company reveal truly mind-boggle statistic regard payment business,1
total payment volume total amount payment process company rise $8.7 billion 63.5% year-over-year growth translate United States dollar but up 99% local currency,1
time total number payment transaction increase 127% year year 285.5 million,1
number factor play result but big contributor off-platform growth,2
Mercado Pago originally design help customer make online purchase MercadoLibre's e-commerce platform,2
unbridled success prompt online retailer use Mercado Pago payment method digital store follow widespread adoption brick-and-mortar retailer,1
Mercadolibre payment business extend beyond platform,2
move off MercadoLibre's platform supercharge payment business off-platform transaction account 78% TPV growth,1
additionally off-marketplace TPV represent 55% total payment fourth quarter generate growth 121% 176% year year local currency,1
company's mobile point-of-sale business contributing surge grow 126% year year local currency,1
year 3.8 million merchant process more 88.5 million transaction company's Mercado Pago Point handheld payment device generate growth 160% year year 36% sequentially,1
attractive portfolio product service,1
another factor drive growth rapid adoption product consumer,1
MercadoLibre's mobile wallet hit user generate TPV $1.3 billion,1
fourth quarter company reach 8 million active payer 2.4 million active collector increase 29.4% 51.6% quarter quarter respectively,1
2019 MercadoLibre significantly ramp up distribution prepaid card link consumer mobile wallet account issue more 4.5 million card since inception,1
more double tpv process card compare time last year,1
finally company lend money merchant customer via Mercado Credito service,2
company provide work capital cash advance loan vendor extensive record regard merchant customer go back decade give MercadoLibre unique insight creditworthiness,2
vendor loan,2
secure merchant sale company take percentage sale until loan repay full,2
company also offer installment payment certain customer purchase,2
massive opportunity MercadoLibre,1
understand magnitude MercadoLibre's opportunity worth point Latin America historically cash-base society estimate 70% region's 642 million resident classify unbanked underbanked meaning many not bank account credit card,2
overcome obstacle enable sale e-commerce website MercadoLibre establish extensive network convenience store location allow customer add money Mercado Pago account make company de facto banker give edge competitor simply not match,1
addition mobile wallet prepay debit card mPOS devices loan service cement MercadoLibre's fintech offering,2
opportunity region great fact catch attention PayPal,2
early last year company make $750 million equity investment MercadoLibre help accelerate growth,1
give grow portfolio offering combine MercadoLibre's extensive reach region easy see fintech business get start,1
