today American Airlines Alaska Air common problem: Delta Air Lines,3
since 2014 Delta build up global hub Seattle gain market share Alaska Airlines home city threaten ability compete corporate travel contract there,3
meanwhile Delta grow significantly Los Angeles challenge American's main West Coast hub top transpacific gateway,3
Delta's joint venture Virgin Atlantic Aeromexico plan JV LATAM Airlines also put pressure American Airlines U.K. Latin America two strong point international route network,3
American Airlines Alaska Airlines realize would better off team up take threat pose Delta's growth,1
Thursday two airline announce new West Coast partnership eventually include Alaska join oneworld global airline alliance,2
distinct strength weakness,2
late-2013 merger AMR US Airways make American Airlines large airline United States,3
however american become significantly big rival Delta United Airlines east Rockies remain clear number 3 player western United States,2
make hard compete Asia key growth market American's competitor,3
fact after end route Chicago Asia past year half airline consider whether not resume flight Los Angeles,3
Beijing Shanghai current coronavirus outbreak subside,3
additionally American Airlines trouble compete business Pacific Northwest hub poorly position serve region,3
Contrast Alaska Airlines dominant airline Pacific Northwest,1
Seattle offer twice many flight seat Delta despite latter's growth,2
also lead carrier Portland,1
Alaska substantial presence many West Coast market too,1
say no wide-body jet serve long-haul route Alaska Airlines rely hodgepodge international airline partner take customer overseas destination,2
give Delta natural advantage compete lucrative corporate contract big tech company grow Seattle,1
Delta joint venture partner fly nonstop Seattle up eight destination Europe Asia,2
expand partnership could answer,2
Alaska Airlines American Airlines already codeshare agreement but scale back partnership recent year,2
two airline change course,2
plan continue current codeshare arrangement extend new American Airlines long-haul route West Coast,2
American Alaska also return full reciprocity loyalty program allow customer earn mile preferred airline regardless carrier operate give flight,2
two airline also offer reciprocal lounge access,2
conjunction agreement American Airlines announce launch two long-haul route Seattle,2
begin fly Bangalore India October add daily service London March 2021,2
route would unthinkable without Alaska partnership American Airlines not offer domestic service Seattle except hub,2
Bangalore major tech hub American Airlines see grow demand customer fly there,2
partner Alaska enable nonstop Seattle-Bangalore flight natural move base Seattle's burgeon tech industry simple fact no major city,2
United States close enough,2
Bangalore permit reliable nonstop flight fully load plane,2
London also natural city serve key business market hub American Airlines joint venture partner British Airways,2
expand partnership great news Alaska Airlines,1
low risk remedy major network disadvantage vis-a-vis Delta connect traffic American's long-haul flight boost traffic Alaska's network,1
American Airlines perspective more risk,3
start new 8000-mile route unproven market never sure thing,3
but gain additional connect traffic Alaska Airlines Los Angeles reinforce American's exist long-haul route there,1
plus more long-term upside american,1
Bangalore London route successful,1
American Airlines could add long-haul route Seattle may prove more profitable international gateway Los Angeles,1
Alaska join oneworld too,1
addition partner directly American Airlines Alaska Airlines plan join oneworld alliance summer 2021,2
significantly improve ability serve customer international travel need,1
Alaska Airlines customer able earn redeem mile oneworld member airline,1
elite member frequent-flyer program also get privilege like priority boarding upgrade lounge access across oneworld network,2
long run join oneworld could big deal Alaska Airlines American Airlines partnership,1
oneworld Alaska Airlines able book ticket more 1200 destination around globe,2
nearly Alaska's international airline partner today member oneworld unaligned,2
thus carrier not likely lose many partner join oneworld,1
meanwhile benefit deep integration oneworld partner make more compelling alternative delta business traveler base Seattle elsewhere up down West Coast,1
could turbocharge Alaska's revenue profit growth year ahead,1
