happen,2
share telecom Veon tumble morning down 8.5% 11:15 a.m. EST despite company report call good operational performance fiscal 2019,3
part blame lay foot J.P. Morgan TheFly.com tell downgrade share,3
Veon morning cut rating way overweight underweight,3
but rest blame go Veon,3
Veon say earning announcement achieve full-year 2019 guidance revenue EBITDA equity free cash flow,2
nevertheless Veon's number not great,3
total revenue year decline 2.5% year year $8.9 billion fall short analyst estimate,3
EBITDA increase 28.8% $4.2 billion,1
net income continue operation however come $683 million 11% decline,3
oh Veon's net debt level shoot up more 50% $8.3 billion,3
Veon note operational weakness Russia most important market continue trouble company say most important priority reverse [ downward ] revenue trend recent quarter,3
guide well expect perform task Veon say hope achieve low single-digit revenue growth 2020 calculate local currency mid single-digit growth EBITDA,3
management not provide guidance GAAP earning may look like but guidance give align closely analyst already forecast: 2.6% revenue growth 2020 profit rise perhaps 2.9%,3
Veon stock look cheap 7.7 time earning today slow growth prospect reason,2
