software-as-a-service company,2
good addition stock portfolio look component growth,1
platform attractive investment power business enabler,1
software often easy implement drive efficiency add new capability business,2
Veeva Systems Salesforce.com two example build,2
robust cloud software solution customer serve,1
great investment shareholder last five year,1
key business metric,2
Veeva start 2007 focus life science customer grow $1 billion business serve industry,2
Salesforce start eight year early cloud-base customer relationship management platform grow $16 billion business,2
Metric Veeva Salesforce Year found 2007 1999 trail-twelve-month revenue $1.1 billion $15.9 billion market capitalization $22.9 billion,2
$169 billion most recent quarter year-over-year revenue growth 25%,1
33% cash marketable security,2
$1.5 billion $6.5 billion Debt not-applicable $2.8 billion most recent quarter net income% revenue 29% (2%),2
employee 3000 41000,2
case Veeva,2
Veeva's software help life science company develop manufacture maintain compliance highly regulate industry,2
industry-focus platform build collaborate customer develop deep understanding industry requirement implement good practice product,2
product breadth customer often start one module expand more module time,2
last three year record subscription service revenue retention rate excess 120% mean customer spend 20% more year previous year,1
company start tap opportunity life science industry but use industry-focus approach expand three new regulate industry: consumer good chemical cosmetic,1
add new market bring total addressable market $10 billion,1
one highlight investor Veeva highly profitable unlike many peer forego profit invest growth,1
fact last quarter net income grow 28.2% year year impressive 29% top line,1
focus goal achieve $3 billion revenue run rate calendar year 2025,2
number lever ensure get there,2
case salesforce,2
salesforce start software product better manage customer relationship but expand offering include tool sale marketing service analytic,2
history growth amazing,1
only United States company exceed 20 year 20%-plus consecutive annual revenue growth planning continue streak,1
recent Dreamforce conference host customer partner investor interact company share goal double revenue next four year,2
detailed plan double revenue include acquisition focus industry vertical,1
plenty opportunity ahead annual addressable market grow $168 billion 2023,1
but size growth ambition drive complexity,2
picture below investor presentation good perspective subdivide marketing sale effort unlock opportunity,2
but cube above actually simplify pictorial do,2
one row title industry represent seven different vertical help segregate grow market share,2
achieve growth scale not unprecedented software business,1
Microsoft face similar challenge grow but end up attract healthy competition area software giant not execute well,2
no doubt company pioneer customer relationship software well-position manage size untapped opportunity but not go easy,2
bottom line investor,2
take look valuation metric two quality company look expensive,2
but reputation stalwart field make attractive long-term investment would well own either stock,1
company price-to-sale ratio,2
trail price-to-earn ratio Forward price-to-earn ratio Veeva,2
22.5 80 62,2
Salesforce 10.6 211 61,2
Salesforce's price-to-sale ratio look more attractive but growth dependent capitalize 20-plus acquisition last four year overcome challenge relate ever-grow organizational complexity,2
force choose only one two exceptional software-as-a-service operator give edge smaller more profitable less acquisitive Veeva better buy,1
