Ringcentral announce excellent fourth-quarter result Monday exceed symbolic $1 billion mark annual revenue run rate one year earlier expect,1
company profit tailwind unify communication-as-a-service portfolio more more enterprise transition legacy on-premise system cloud-base solution,1
week RingCentral announce new partnership boost revenue growth medium term,1
strong revenue growth loss,2
Ringcentral's impressive fourth-quarter revenue growth $253 million up 34% year year due broad strength cloud-base unified communication offering,1
besides usual advantage cloud application legacy on-premise system RingCentral's communication solution consolidate voice video text capability,1
addition company's flagship product RingCentral Office integrate application workflow thank programmable interface,2
result research company Gartner position RingCentral leader UCaaS base strong ability execute completeness vision,2
however limited scale RingCentral still operate loss under generally accept accounting principle,3
fourth quarter loss increase $25.3 million compare $5.8 million year ago,3
result partly due high sale marketing expense still represent 49.9% revenue,3
90% sale United States company yet increase international presence demand extra marketing spending,2
relevant partnership boost revenue growth,1
context company's strategy team up large establish vendor make sense: RingCentral leverage partner sale force offer deploy competitive product,2
last several year AT&T sell RingCentral's solution enterprise customer,2
November company reinforce partnership since RingCentral become lead provider telecommunication giant,2
addition RingCentral announce October agree legacy communication vendor Avaya become exclusive provider UCaaS solution,1
deal represent great opportunity company,1
Avaya's revenue decline last several year down $2.9 billion fiscal 2019 partly lack cloud-base product,3
RingCentral get easy access,1
Avaya's large pool more 100000 customer may interested migrate legacy system cloud-base solution,2
week management announce another partnership Atos,2
systems integrator offer digital workspace service help enterprise improve communication employee RingCentral's unified communication solution become part,2
Atos large revenue base $12.6 billion expect 2019 international footprint provide RingCentral extra growth potential exposure international market,1
last quarter Atos generate more 75% revenue outside North America,1
look forward,2
large size Avaya's client base Atos business represent significant growth opportunity RingCentral next several year,1
but give 60% increase stock price last six month upside potential become much less important investor,1
company's lofty enterprise value-to-sale ratio 20.2 indicate market expect flawless long-term execution,1
however execution risk exist since partnership involve tailor-make solution require investment,2
Instance Avaya announce would integrate legacy functionality RingCentral's system ensure smooth transition customer cloud,2
partnership Atos entail development co-branded offering,2
besides term condition agreement not disclose remain see whether revenue growth translate increase profitability medium term,2
investor keep eye competition too,2
besides threat giant tech player Microsoft Cisco Systems also propose communication service high-growth video communication specialist Zoom Video Communications recently enhance cloud-base portfolio unify communication solution,3
